_id,SL No,Ward No,Ward Name,Bus Stops,LATITUDE,LONGITUDE
1345,1345,47,Devara Jeevanahalli,"P&T Quarters,KAVALABYRASANDRA, RT NAGARA POST,OPPOSITE OF POST & TELECOM QUARTERS",13.021403,77.604718
1346,1346,47,Devara Jeevanahalli,"Pushpanjali Talkies,RT NAGARA,IN FRONT OF LAL BAHADUR SHASTRI GOVT FIRST GRADE COLLEGE",13.022103,77.602618
1347,1347,49,Lingarajapura,"Lingarajapuram,KARIYANA PALYA,IN FRONT OF SUCHI RUCHI VEG",13.01226,77.62563
1348,1348,49,Lingarajapura,Lingarajapura Bridge,13.008478,77.622927
1349,1349,49,Lingarajapura,Lingarajapuram KHB Colony,13.011245,77.631762
1350,1350,50,Benniganahalli,"Kasthurinagara,KASTURI NAGARA,IN FRONT OF SPENCERS",13.002766,77.660966
1351,1351,50,Benniganahalli,"Bennigana Halli,KASTURI NAGARA,IN FRONT OF AUXILIARY PANEL CHANNASANDRA BYPASS",12.997297,77.662751
1352,1352,50,Benniganahalli,"NGEF Ground,SADANANDA NAGARA,OPPOSITE OF N.G.E.F.FACTORY",12.9918152,77.65162793
1354,1354,50,Benniganahalli,"Sadananda Nagara,SADANANDA NAGARA,IN FRONT OF DOOR NO 188",12.99440984,77.65802736
1356,1356,50,Benniganahalli,"BChannasandra,IN FRONT OF MUNESHWARA TEMPLE",13.01093,77.659137
1357,1357,50,Benniganahalli,"Ayyappa Bakery,O.M.B.R.LAYOUT,OPPOSITE OF AYYAPPA BAKERY",13.006172,77.647925
1358,1358,50,Benniganahalli,"Chikka Banasawadi,CHIKKA BANASAWADI,OPPOSITE OF GOVT SCHOOL",13.006367,77.645228
1359,1359,50,Benniganahalli,"Ayyappa Temple,SUBBAIAHAN PALYA,IN FRONT OF MITSUBISHI ELECTRIC",13.00596602,77.64069783
1360,1360,50,Benniganahalli,"Indian Oil,SUBBAIAHAN PALYA,OPPOSITE OF BATA SHOW ROOM",13.005397,77.638647
1361,1361,51,Vijnanapura,"B Channasandra Bridge,RAMAMURTHI NAGARA,BESIDE RAILWAY BRIDGE",13.01298,77.662693
1362,1362,51,Vijnanapura,"Church RM Nagar,RAMAMURTHI NAGARA,IN FRONT OF SUNIL BANKERS & JEWELLERS",13.011678,77.678887
1363,1363,51,Vijnanapura,"Alada Mara Ramamurthy Nagar,RAMAMURTHI NAGARA,IN FRONT OF ASHWINI NURSING HOME",13.011385,77.676862
1364,1364,51,Vijnanapura,"Yaranapalya,RAMAMURTHI NAGARA,IN FRONT OF FASHION WORLD",13.011452,77.673467
1365,1365,51,Vijnanapura,"Manipal,RAMAMURTHI NAGARA,OPPOSITE OF PETRA PARK",13.01166,77.67021
1367,1367,52,K R Puram,"Thambuchetty Palya,T.C.PALYA,OPPOSITE OF ANTHONY COMPOSITE P.U COLLEGE",13.02144051,77.70011895
1368,1368,52,K R Puram,"Anandapura,ANANDAPURA,IN FRONT OF NATIONAL BAKERY & SWEETS",13.024169,77.692809
1369,1369,53,Basavanapura,"Ayyappa Nagara,AYYAPPA NAGARA,IN FRONT OF RAASHI MEDICALS",13.004434,77.710051
1370,1370,53,Basavanapura,"Devasandra KR Puram,KR PURAM,OPPOSITE OF B.V.N.M.SCHOOL",13.006258,77.700079
1371,1371,54,Hoodi,Ambedkar Bhavana,13.06466139,77.65192386
1372,1372,54,Hoodi,Byrathi Cross,13.057199,77.648274
1373,1373,54,Hoodi,"Chikkagubbi Cross,BYRATHI BANDE,OPEN AREA",13.077881,77.653599
1374,1374,54,Hoodi,Sadaramangala,12.998748,77.736693
1375,1375,54,Hoodi,"Kodigehalli,IN FRONT OF AVVAJI BAKERY",13.003961,77.727559
1376,1376,54,Hoodi,"Bhorka Steel,GARUDACHAR PALYA,IN FRONT OF ABB. BHORUKA TECH PARK",12.993124,77.705735
1377,1377,54,Hoodi,"Hoodi,IN FRONT OF NETRA HOTEL VEG & NON VEG",12.992154,77.716098
1378,1378,54,Hoodi,"Rajapalya,BESIDE MUTHOOT FINANCE",12.991202,77.72108
1379,1379,55,Devasandra,"ITI Circle,DOORAVANI NAGARA,IN FRONT OF VIJAYALAKSHMI ENTERPRISES",13.008008,77.683317
1380,1380,55,Devasandra,"ITI Gate,DOORAVANI NAGARA,BESIDE ITI QUARTERS",13.005496,77.684649
1381,1381,55,Devasandra,K R Puram,13.008061,77.692603
1383,1383,55,Devasandra,"ITI Circle KRPuram,DOORAVANI NAGARA,IN FRONT OF J.B.DAIRY",13.008058,77.683131
1384,1384,55,Devasandra,"B Narayanapura,DOORAVANI NAGARA,OPPOSITE OF SRI MANJUNATHA STEEL ALLOYS",13.00038848,77.68388599
1385,1385,55,Devasandra,"Mahadevapura Cross,HOODI,IN FRONT OF BASAVESHWARA KHANAVALI",12.997126,77.690756
1386,1386,55,Devasandra,"SINGAYYANPALLYA,HOODI,OPPOSITE OF BIMAL AUTO AGENCY",12.99629058,77.69370388
1387,1387,55,Devasandra,"Garudachar Palya,HOODI,IN FRONT OF XYLEM AIR BUS",12.99407,77.701505
1388,1388,56,A Narayanapura,Tin Factory,12.997119,77.669234
1389,1389,56,A Narayanapura,"KR Puram Railway Station,KR PURAM,BACK SIDE OF RAILWAY STATION",13.00031,77.675923
1390,1390,56,A Narayanapura,"B Narayanapura,B.NARAYANA PURA,OPPOSITE OF MORE MEGHA STORE",12.99622,77.683523
1391,1391,56,A Narayanapura,"KR Puram Railway Station,KR PURAM,OPPOSITE OF BRIDGE",13.000003,77.676528
1392,1392,57,C V Raman Nagar,CV Raman Nagara,12.985589,77.664071
1393,1393,57,C V Raman Nagar,"CGHS Nagavar Palya,C.V.RAMAN NAGARA,OPPOSITE OF PLAY GROUND",12.987179,77.662353
1394,1394,57,C V Raman Nagar,"DRDO Qts,C.V.RAMAN NAGARA,IN FRONT OF MES SERVICE CENTER NO-1",12.984533,77.661329
1395,1395,57,C V Raman Nagar,Srinivasapura,12.990101,77.654679
1396,1396,57,C V Raman Nagar,"CGHS,C.V.RAMAN NAGARA,OPPOSITE OF THE AERONAUTICAL SOCIETY OF INDIA",12.986374,77.648152
1398,1398,58,New Tippasandra,"LRDE,C.V.RAMAN NAGARA,IN FRONT OF ELECTRONIC & RADAR DEVELOPMENT ESTABLISMENT",12.980701,77.656735
1399,1399,58,New Tippasandra,"GTRE,HAL 3RD STAGE,BESIDE BEML LIMITED BANGALORE COMPLEX",12.975817,77.655692
1400,1400,58,New Tippasandra,"BEML Gate,HAL 3RD STAGE,OPPOSITE OF BEML FINE ARTS CLUB",12.97164,77.658295
1402,1402,58,New Tippasandra,GTRE,12.983675,77.649423
1403,1403,59,Maruthi Seva Nagar,"CHARLES SCHOOL,SAGAYAPURAM,BESIDE ST CHARLES CONVENT",13.006169,77.620955
1404,1404,59,Maruthi Seva Nagar,"Jeevanahalli,OPPOSITE OF VETERINARY HOSPITAL",12.994993,77.628864
1405,1405,59,Maruthi Seva Nagar,"Maruthi Seva Nagara,MARUTHI SEVA NAGARA,IN FRONT OF SWATHI SWEETS",13.002501,77.634576
1406,1406,59,Maruthi Seva Nagar,"Jai Bharath Nagara,MARUTHI SEVA NAGARA,BESIDE CANARA BANK",13.001715,77.630993
1407,1407,59,Maruthi Seva Nagar,"ITC,COOKES TOWN,OPPOSITE OF CANARA MANSION APARTMENTS",12.998484,77.622114
1408,1408,60,Sagayarapuram,"Canara Bank Hebbala,FRAZER TOWN,IN FRONT OF V.R.SHABBIR AHMED STORES",13.006641,77.612515
1409,1409,60,Sagayarapuram,Doddi,13.002361,77.612141
1410,1410,62,Ramaswamy Palya,Chinnappana Garden,13.002887,77.603399
1411,1411,62,Ramaswamy Palya,"Marappa Garden,LAST STOP",13.004548,77.599681
1412,1412,63,Jayamahal,Contonment Railway Station,12.993746,77.598158
1413,1413,63,Jayamahal,CSI,12.989722,77.599343
1414,1414,63,Jayamahal,"Jayamahal,JAYAMAHAL,BESIDE SAI SAGAR HOTEL",13.001957,77.5944
1415,1415,63,Jayamahal,"Bamboo Bazaar,SHIVAJI NAGARA,BESIDE PRESTIGE BUILDING DEMOLISHER",12.991997,77.604313
1416,1416,63,Jayamahal,"YMCA Nandi Durga Road,BENSON TOWN,BESIDE ANJANEYA TEMPLE",13.000543,77.599638
1417,1417,65,Kadu Malleshwara,"Malleshwaram Circle,MALLESHWARAM,BESIDE R.R.GOLD PALACE",12.997917,77.571353
1419,1419,65,Kadu Malleshwara,"Malleshwaram 15th Cross,MALLESHWARAM,BESIDE SAI MANDIR",13.00512,77.571165
1420,1420,65,Kadu Malleshwara,"Malleshwaram Circle,KC GENERAL HOSPITAL,BESIDE MALLESHWARAM GROUND",12.99689,77.568804
1421,1421,65,Kadu Malleshwara,"Railway Gate,SUBRAMANYA NAGARA,OPPOSITE OF DEVATA GENERAL STORE",13.004234,77.56132
1422,1422,65,Kadu Malleshwara,"Ramamandira Gayathrinagar,GAYTHRI NAGARA,OPPOSITE OF RAMA MANDIRA TEMPLE",13.00124402,77.56076259
1423,1423,65,Kadu Malleshwara,"Gayathrinagara,GAYTHRI NAGARA,OPPOSITE OF NANJUNDESHWARA ENTERPRISES",12.998953,77.560155
1424,1424,65,Kadu Malleshwara,"Malleshwaram 8th Cross,MALLESHWARAM,BESIDE R.V.APARTMENTS & PUSHPAYANI MEDICALS",13.000269,77.565536
1425,1425,66,Subramanya Nagar,"Government Soap Factory,RAJAJINAGARA 1ST BLOCK,BESIDE ORION MALL",13.013109,77.554507
1426,1426,66,Subramanya Nagar,"GKW,RAJAJINAGARA 2ND BLOCK,BESIDE VIVEKANANDA COLLEGE",13.009273,77.554526
1427,1427,66,Subramanya Nagar,"East West College,RAJAJINAGARA 2ND BLOCK,OPPOSITE OF EAST WEST SCHOOL",13.00548384,77.55682572
1428,1428,66,Subramanya Nagar,"Subramanyanagara,SUBRAMANYA NAGRA,BESIDE RAVI WINE SHOP",13.004738,77.559943
1429,1429,67,Nagapura,"Navarang Talkies,RAJAJINAGARA,BESIDE SHIKAR BAR",12.99803,77.551611
1430,1430,67,Nagapura,"Mahalakshmi Layout Entarence,MAHALAKSHMI LAYOUT,IN FRONT OF SAPTHAGIRI CHOULTRY",13.007818,77.548198
1431,1431,67,Nagapura,"Rajaji Nagar 1st Block,RAJAJINAGARA,OPPOSITE OF DIACON HOSPITAL",13.00378617,77.55006124
1432,1432,67,Nagapura,"Canara Bank Rajaji Nagara,RAJAJINAGARA,BESIDE KULAKARNI CLINIC",13.001133,77.550404
1433,1433,67,Nagapura,Iskcon Temple,13.01156,77.551359
1435,1435,67,Nagapura,"Geleyara Balaga AGB Layout,MAHALAKSHMIPURAM,BESIDE GURU KRUPA DAY CARE CIRCLE",13.005946,77.541133
1436,1436,67,Nagapura,"Nandini Talkies,MAHALAKSHMIPURAM,OPPOSITE OF UDUPI UPAHARA",13.003234,77.543813
1438,1438,67,Nagapura,"Nagapura,MAHALAKSHMIPURAM,OPPOSITE OF THE BANGLORE CITY CO-OPERATIVE BANK",13.00222606,77.54488102
1439,1439,68,Mahalakshimpuram,"Mahalakshmi Layout,MAHALAKSHMI LAYOUT,BESIDE BMTC MAIN BUS STAND",13.011862,77.544072
1440,1440,68,Mahalakshimpuram,"Srinivasa Temple,MAHALAKSHMI LAYOUT,IN FRONT OF BBMP PARK",13.008481,77.5443
1441,1441,68,Mahalakshimpuram,"Saraswathipura,SARASWATHI PURAM MAIN ROAD,IN FRONT OF SATHYA SHRUTHI GANAPAHTI TEMPLE",13.009208,77.538173
1442,1442,68,Mahalakshimpuram,Mahalakshmi Layout Cross,13.00838,77.54262
1443,1443,68,Mahalakshimpuram,"Kurubarahalli JC Nagara,J.C.NAGARA, KURUBARAHALLI,BESIDE LIFE CARE PHARMACY",13.001067,77.536249
1444,1444,69,Laggere,"Laggere Arch,LAGGERE,NEAR SAI BABA TEMPLE",13.001647,77.525649
1446,1446,69,Laggere,"Sakammana Badavane,NANDINI LAYOUT,OPPOSITE OF SRI PARVATHANJANEYA TEMPLE",13.00874063,77.53051456
1447,1447,69,Laggere,"Laggere Bridge,LAGGERE,BESIDE MATHRU NURSING HOME",13.008274,77.526554
1448,1448,69,Laggere,"Laggere,BESIDE BMTC MAIN BUS STAND",13.010473,77.525007
1449,1449,71,Heggenahali,"Aralimara Sunkadakatte,SUNKADA KATTE,OPPOSITE OF STATE BANK OF MYSORE",12.992055,77.504588
1450,1450,71,Heggenahali,"Vigneshwara Nagara,SUNKADA KATTE,IN FRONT OF SALLAPURADAMMA TEMPLE",12.994417,77.504122
1451,1451,71,Heggenahali,"Neelagiri Thopu,SUNKADA KATTE,IN FRONT OF S.S.K.CHOULTRY",12.99603,77.502475
1452,1452,71,Heggenahali,"Hegganahalli Cross,HEGGANA HALLI,OPPOSITE OF AMBIKA BAKERY & SWEETS",12.999738,77.504057
1453,1453,71,Heggenahali,"Hegganahalli,HEGGANA HALLI,OPPOSITE OF HODAY BADRIYA",13.005457,77.505002
1454,1454,71,Heggenahali,"Dairy Hegganahalli,HEGGANA HALLI,IN FRONT OF I.I.F.L.GOLD LOAN",13.007932,77.505536
1455,1455,71,Heggenahali,Sunkadakatte,12.99026,77.503808
1456,1456,72,Herohalli,"Syndicate bank Colony Andrahalli,SYNDICATE BANK LAYOUT,BESIDE OPEN AREA",12.99806565,77.48941078
1457,1457,72,Herohalli,"Layout Herohalli,VENKATESHWARA LAYOUT,BESIDE PAVITHRA STORES",12.993328,77.488499
1458,1458,72,Herohalli,"Thunga Nagara,TUNGA NAGARA,BESIDE SNEHA TELECOMMUNICATIONS",12.99181876,77.48519938
1459,1459,72,Herohalli,Byadarahalli,12.985069,77.481796
1460,1460,72,Herohalli,College Stop Gollarahatti,12.986105,77.478176
1461,1461,72,Herohalli,Bharathnagar 2nd Stage,12.978681,77.477847
1462,1462,72,Herohalli,Bharath Nagara 1st Phase,12.98237,77.48021
1463,1463,72,Herohalli,Anjananagar Gollarahatti,12.986136,77.488407
1464,1464,72,Herohalli,Herohalli Cross,12.98746,77.492883
1465,1465,72,Herohalli,Bramha Devara Gudda,12.9748,77.47533
1466,1466,72,Herohalli,Madeshwara Nagara,12.992155,77.494336
1468,1468,72,Herohalli,Muddana Palya,12.966423,77.487841
1469,1469,72,Herohalli,"Gidadakonenahalli,Muddanapalya",12.974602,77.487792
1470,1470,72,Herohalli,East West College Cross,12.985565,77.486297
1471,1471,72,Herohalli,"D Group Employees Layout Cross,Annapoorneshwari Nagara,Image Granites",12.970029,77.496537
1472,1472,73,Kottigepalya,"Nagarabhavi BDA Complex,NAGARABHAVI 2ND STAGE,BESIDE BDA COMPLEX NAGARABHAVI",12.979178,77.510644
1473,1473,73,Kottigepalya,"Summanahalli Magadi Road,SUMANAHALLI,UNDER THE FLYOVER",12.987201,77.51916
1474,1474,73,Kottigepalya,Kottige Palya Magadi Road,12.987781,77.515213
1475,1475,73,Kottigepalya,"Bande Maramma Bus Station,NAGARABHAVI 2ND STAGE,BESIDE BMTC MAIN STAND",12.966806,77.51628
1476,1476,73,Kottigepalya,Malagala Park,12.969413,77.514651
1477,1477,73,Kottigepalya,"Ambedkar College Circle,80FEET OUTER RING ROAD,BESIDE AMBEDKAR COLLEGE",12.96044452,77.50497616
1478,1478,73,Kottigepalya,"NGEF Layout Nagarabhavi,NGEF LAYOUT,OPPOSITE OF TEJASWINI PHARMA",12.961098,77.509726
1479,1479,73,Kottigepalya,"Nagarabhavi 12th Block,NAGARABHAVI,OPPOSITE OF BHARATHIYA STATE BANK",12.960947,77.51222
1480,1480,73,Kottigepalya,Nagarabhavi 9th Block,12.96868,77.51026
1481,1481,73,Kottigepalya,"Lourdhubhai Kalyana mantapa,PREMA NAGARA,IN FRONT OF KANVA WINES",12.997574,77.523232
1482,1482,74,Shakthi Ganapathi Nagar,"Kamalanagar BEML layout,BASAVESHWARANAGARA,IN FRONT OF CANARA BANK ATM",12.992786,77.530623
1483,1483,74,Shakthi Ganapathi Nagar,"Old Bus Stop,BASAVESHWARANAGARA,BESIDE PODAR JUMBO KIDS NURSING SCHOOL",12.992246,77.53477
1484,1484,74,Shakthi Ganapathi Nagar,"Kamalanagar 8th Main,BASAVESHWARANAGARA,IN FRONT OF MALNAD SUGGI HOTEL",12.99235837,77.53859983
1485,1485,74,Shakthi Ganapathi Nagar,"Shankararnag Bus Stop,KAMALANAGARA,BESIDE GOVT SCHOOL AND BMTC BUS STAND",12.994722,77.526561
1486,1486,75,Shankar Matt,"Kurubarahalli,KURUBARAHALLI,IN FRONT OF CANARA BANK",13.000627,77.536132
1487,1487,75,Shankar Matt,"Cauvery Nagar,KAVERINAGARA, KURUBARAHALLI,BESIDE SHIVA TEMPLE, IN FRONT OF JESUSS MURTHI SPECIALITY HOSPITAL",12.9996,77.530685
1488,1488,75,Shankar Matt,"Kamalanagar Water Tank,BASAVESHWARANAGARA,OPPOSITE OF AXIS BANK",12.995814,77.539908
1490,1490,76,Gayithri Nagar,"Mariyappana Palya,RAJAJIANAGARA 2ND BLOCK,BESIDE UTTAM TEA AGENCIES",12.99868,77.55630467
1491,1491,76,Gayithri Nagar,"Harishchandra Ghat,GAYTRI NAGARA,BESIDE INDIAN OIL PETROL BUNK",12.99729,77.560511
1492,1492,76,Gayithri Nagar,"Devaiah Park,NAGAPPA BLOCK,BESIDE CANARA BANK",12.99642,77.56406
1493,1493,77,Dattatreya Temple,"Link Road,MALLESHWARAM,BESIDE PRASAD STRORES",12.99423593,77.57385929
1494,1494,77,Dattatreya Temple,MDBlock,12.995596,77.616765
1496,1496,78,Pulikeshinagar,"Thoms Cafe,FRAZER TOWN,OPPOSITE OF CAR TRENDZ",12.991011,77.614095
1497,1497,78,Pulikeshinagar,"Frazer Twon,FRAZER TOWN,OPPOSITE OF ST ANTHONYS CHURCH",13.001161,77.611851
1498,1498,78,Pulikeshinagar,Coles Park,12.995416,77.60837
1499,1499,78,Pulikeshinagar,"Canara Bank,BENSON TOWN,BESIDE MASJID-E-KHADIRA",12.995496,77.601385
1500,1500,78,Pulikeshinagar,"Mosque Road,FRAZER TOWN,BESIDE GOVT URDU HIGHER PRIMARY SCHOOL",13.000471,77.615996
1501,1501,78,Pulikeshinagar,"Coles Road,FRAZER TOWN,IN FRONT OF CANARA BANK",12.996338,77.612329
1502,1502,79,Sarvagna Nagar,"Coxtown Water Tank,COX TOWN,IN FRONT OF MEG TRAINING AREA",12.99379,77.626632
1503,1503,79,Sarvagna Nagar,"Coxtown Circle,COX TOWN,IN FRONT OF BALAJI WINES",12.996209,77.621564
1504,1504,80,Hoysala Nagar,"Indiranagar Police Station,INDIRA NAGARA,BESIDE POLICE STATION & K.F.C.",12.978297,77.640254
1505,1505,80,Hoysala Nagar,"Indiranagar Double Road,INDIRA NAGARA,BESIDE MANYVARA, 13TH CROSS",12.978115,77.63594
1506,1506,80,Hoysala Nagar,"Lakshmipura Ulsoor,INDIRA NAGARA,BESIDE BBMP BURIAL GROUND",12.97824144,77.63198643
1507,1507,80,Hoysala Nagar,Halasur,12.97783,77.628206
1508,1508,80,Hoysala Nagar,"Tippasandra,HAL 2ND STAGE,OPPOSITE OF COLUMBIA ASIA",12.97365597,77.64682555
1510,1510,80,Hoysala Nagar,Isolation Hospital,12.984801,77.643003
1511,1511,80,Hoysala Nagar,"Binnamangala,INDIRANAGARA,OPPOSITE OF LEO MOTORS, MARUTI SUZUKI",12.98363665,77.64068229
1513,1513,80,Hoysala Nagar,"Indiranagar 6th main,INDIRA NAGARA,BESIDE E.ZONE",12.973876,77.641188
1514,1514,81,Vijnana Nagar,"EMC2,DODDANEKUNDI,IN FRONT OF TOTAL MALL",12.982399,77.6928
1515,1515,81,Vijnana Nagar,"Mahadevapura Cross,MAHADEVAPURA,IN FRONT OF MTB MANGALAMERU KALAYANA MANTAPA",12.988637,77.688983
1516,1516,82,Garudachar Palya,"SAP ITPL,WHITEFIELD,IN FRONT OF SAP",12.9777,77.71502
1517,1517,82,Garudachar Palya,"Vydehi Hospital,WHITEFIELD,BESIDE TTMC BUS STAND",12.976368,77.727023
1518,1518,82,Garudachar Palya,"Sai Baba Hospital,WHITEFIELD,OPPOSITE OF SRI SATHYA SAI HOSPITAL",12.98366,77.728461
1519,1519,82,Garudachar Palya,White Field TTMC,12.97697,77.725913
1520,1520,82,Garudachar Palya,"SJR Park ITPL,WHITEFIELD,IN FRONT OF SJR GROUP",12.980826,77.727545
1522,1522,82,Garudachar Palya,Gopalan Mall,12.985537,77.708353
1523,1523,83,Kadugodi,"Pattandur Agrahara Gate,IN FRONT OF APPOLO PHARMACY",12.987757,77.733563
1524,1524,83,Kadugodi,"ITPL,OPPOSITE OF I.T.P.L. MAIN GATE",12.987719,77.737341
1525,1525,83,Kadugodi,"B P L,OPPOSITE OF CINEMA HALL",12.985301,77.748117
1526,1526,83,Kadugodi,Hope Farm,12.98260711,77.75221137
1527,1527,83,Kadugodi,"Channasandra,IN FRONT OF MUTHOOT FINANCE",12.983683,77.767924
1528,1528,83,Kadugodi,"MVJ College,OPPOSITE OF M.J.V.ENGINEERING COLLEGE",12.98286794,77.76141392
1529,1529,83,Kadugodi,"Hope Form,IN FRONT OF FARM HOUSE",12.983724,77.753663
1531,1531,83,Kadugodi,"Channasandra Bus Stand,IN FRONT OF VEERSH MEDICALS",12.983572,77.76854
1532,1532,83,Kadugodi,Kadugodi,12.99575161,77.75848498
1533,1533,83,Kadugodi,Prajwal School,12.991433,77.755968
1534,1534,84,Hagadur,White Field,12.970409,77.749901
1535,1535,84,Hagadur,Ramagondanahalli Varthuru,12.956875,77.739761
1536,1536,84,Hagadur,Siddapura,12.956041,77.73039
