sl_no,hospital_name,taluk,district,search_address,lat,lon
1232,"Clear Medi Radiant Hospital, Vijayanagar, Mysuru",Mysuru,Mysuru,"Clear Medi Radiant Hospital, Vijayanagar, Mysuru, Mysuru, Mysuru, Karnataka, India",12.3084381,76.6539307
1233,"Kamakshi Hospital Unit 2, Jp Nagar, Mysuru",Mysuru,Mysuru,"Kamakshi Hospital Unit 2, Jp Nagar, Mysuru, Mysuru, Mysuru, Karnataka, India",12.3038251,76.6479073
1234,"Kangaroo Care Hospital. Vijayanagara, Mysuru,",Mysuru,Mysuru,"Kangaroo Care Hospital. Vijayanagara, Mysuru,, Mysuru, Mysuru, Karnataka, India",12.3084381,76.6539307
1235,"Nanjamma Javaregowda Hospital, Elawala, Mysuru",Mysuru,Mysuru,"Nanjamma Javaregowda Hospital, Elawala, Mysuru, Mysuru, Mysuru, Karnataka, India",12.317257,76.629287
1236,"Spandana Hospital,Mothikhan Building,Mysuru.",Mysuru,Mysuru,"Spandana Hospital,Mothikhan Building,Mysuru., Mysuru, Mysuru, Karnataka, India",12.306181,76.652081
1237,Adithya Nursing Home,Ramanagara,Ramanagara,"Adithya Nursing Home, Ramanagara, Ramanagara, Karnataka, India",12.7283051,77.2860436
1238,Balu Nursing Home,Channapatna,Ramanagara,"Balu Nursing Home, Channapatna, Ramanagara, Karnataka, India",12.6593,77.203903
1239,Punya Hospital,Channapatna,Ramanagara,"Punya Hospital, Channapatna, Ramanagara, Karnataka, India",12.652287,77.2026131
1240,"Melige Nursing Home Srr Mill Road, Shimoga",Tirthahalli,Shivamogga,"Melige Nursing Home Srr Mill Road, Shimoga, Tirthahalli, Shivamogga, Karnataka, India",13.667218,75.286964
1241,"Shantha Nursing Home Llr Road, Durgigudi 5Th Cross, Shimoga",Shivamogga,Shivamogga,"Shantha Nursing Home Llr Road, Durgigudi 5Th Cross, Shimoga, Shivamogga, Shivamogga, Karnataka, India",13.933706,75.5730374
1242,"Usha Nursing Home Swalanga Road, Shimoga",Shivamogga,Shivamogga,"Usha Nursing Home Swalanga Road, Shimoga, Shivamogga, Shivamogga, Karnataka, India",13.933706,75.5730374
1243,"Nirmala Hospital, 100Feet Road, Rajendra Nagara, Shimoga.",Shivamogga,Shivamogga,"Nirmala Hospital, 100Feet Road, Rajendra Nagara, Shimoga., Shivamogga, Shivamogga, Karnataka, India",13.933706,75.5730374
1244,"Chethana Maternity Clinic, Old Bar Line Road, Shimoga.",Shivamogga,Shivamogga,"Chethana Maternity Clinic, Old Bar Line Road, Shimoga., Shivamogga, Shivamogga, Karnataka, India",13.933706,75.5730374
1245,"Gutti Nursing Home, Kuvempu Road, Jail Circle, Shimoga.",Shivamogga,Shivamogga,"Gutti Nursing Home, Kuvempu Road, Jail Circle, Shimoga., Shivamogga, Shivamogga, Karnataka, India",13.933706,75.5730374
1246,"Essem Infertility Center, Rmr Road Park Extension, Shimoga.",Shivamogga,Shivamogga,"Essem Infertility Center, Rmr Road Park Extension, Shimoga., Shivamogga, Shivamogga, Karnataka, India",13.933706,75.5730374
1247,"Basaveshwara Hospital, Oppsite Raghavendra Swamy Temple, Tilak Nagara, Shimoga.",Shivamogga,Shivamogga,"Basaveshwara Hospital, Oppsite Raghavendra Swamy Temple, Tilak Nagara, Shimoga., Shivamogga, Shivamogga, Karnataka, India",13.933706,75.5730374
1248,"Priyanka Nursing Home, Udaya Ravi Complex, Llr Road, Shimoga.",Shivamogga,Shivamogga,"Priyanka Nursing Home, Udaya Ravi Complex, Llr Road, Shimoga., Shivamogga, Shivamogga, Karnataka, India",13.933706,75.5730374
1249,"Raykar Nursing Home, H.G 75, 100 Feet Road, Vinobanagara, Shimoga.",Shivamogga,Shivamogga,"Raykar Nursing Home, H.G 75, 100 Feet Road, Vinobanagara, Shimoga., Shivamogga, Shivamogga, Karnataka, India",13.933706,75.5730374
1250,"Visl Hospital, New Town Bhadravathi.",Bhadravati,Shivamogga,"Visl Hospital, New Town Bhadravathi., Bhadravati, Shivamogga, Karnataka, India",13.84864501,75.70133103
1251,"Narayana Nethralaya, & Maternity Scanning Center, Tarikare Road, Bhadravathi.",Bhadravati,Shivamogga,"Narayana Nethralaya, & Maternity Scanning Center, Tarikare Road, Bhadravathi., Bhadravati, Shivamogga, Karnataka, India",13.84846,75.70502
1252,"Sharada Nursing Home, Kanaka Nagara, Bhadravathi",Bhadravati,Shivamogga,"Sharada Nursing Home, Kanaka Nagara, Bhadravathi, Bhadravati, Shivamogga, Karnataka, India",13.84846,75.70502
1253,"Koti Medical Center, Channagiri Road, Bhadravathi.",Bhadravati,Shivamogga,"Koti Medical Center, Channagiri Road, Bhadravathi., Bhadravati, Shivamogga, Karnataka, India",13.84846,75.70502
1254,"Meena Nursing Home, Tarikere Road, Bhadravathi",Bhadravati,Shivamogga,"Meena Nursing Home, Tarikere Road, Bhadravathi, Bhadravati, Shivamogga, Karnataka, India",13.84846,75.70502
1255,"Bhadra Nursing Home, Gandhi Nagara, Bhadravathi.",Bhadravati,Shivamogga,"Bhadra Nursing Home, Gandhi Nagara, Bhadravathi., Bhadravati, Shivamogga, Karnataka, India",13.84846,75.70502
1256,"Ideal Nursing Home, O.T Road Shimoga.",Shivamogga,Shivamogga,"Ideal Nursing Home, O.T Road Shimoga., Shivamogga, Shivamogga, Karnataka, India",13.92554197,75.57084156
1257,"Sree Raghavendra Nursing Home, G.A Complex, Jpn Road, 1St Cross, Shimoga.",Shivamogga,Shivamogga,"Sree Raghavendra Nursing Home, G.A Complex, Jpn Road, 1St Cross, Shimoga., Shivamogga, Shivamogga, Karnataka, India",13.933706,75.5730374
1258,"Kotureshwara Hospital, Achuth Rao Road, Near Jail Circle, Shimoga.",Shivamogga,Shivamogga,"Kotureshwara Hospital, Achuth Rao Road, Near Jail Circle, Shimoga., Shivamogga, Shivamogga, Karnataka, India",13.9454987,75.5765713
1259,"Manasa Nursing Home, Chatrikere, Thirthahalli.",Tirthahalli,Shivamogga,"Manasa Nursing Home, Chatrikere, Thirthahalli., Tirthahalli, Shivamogga, Karnataka, India",13.70028,75.263719
1260,"Jayanagara Nursing Home, 4Th Cross, Jayanagara, Shimoga.",Shivamogga,Shivamogga,"Jayanagara Nursing Home, 4Th Cross, Jayanagara, Shimoga., Shivamogga, Shivamogga, Karnataka, India",13.933706,75.5730374
1261,"Yalamali Nursing Home, Chamarajapete, Sagara.",Sagar,Shivamogga,"Yalamali Nursing Home, Chamarajapete, Sagara., Sagar, Shivamogga, Karnataka, India",14.1666628,75.0274222
1262,"Pushya Hospital, Gandhi Nagara, Shimoga.",Shivamogga,Shivamogga,"Pushya Hospital, Gandhi Nagara, Shimoga., Shivamogga, Shivamogga, Karnataka, India",13.92061501,75.57220496
1263,"C.S Hospital, Llr Road, Shimoga.",Shivamogga,Shivamogga,"C.S Hospital, Llr Road, Shimoga., Shivamogga, Shivamogga, Karnataka, India",13.933706,75.5730374
1264,"Anuradha Nursing Home, Raghavedra Badavane, Thirthahalli.",Tirthahalli,Shivamogga,"Anuradha Nursing Home, Raghavedra Badavane, Thirthahalli., Tirthahalli, Shivamogga, Karnataka, India",13.70028,75.263719
1265,"Mahajan Nursing Home, 4Th Cross, Jayanagara, Shimoga.",Shivamogga,Shivamogga,"Mahajan Nursing Home, 4Th Cross, Jayanagara, Shimoga., Shivamogga, Shivamogga, Karnataka, India",13.933706,75.5730374
1266,"Kjp Hospital, Shimoga",Shivamogga,Shivamogga,"Kjp Hospital, Shimoga, Shivamogga, Shivamogga, Karnataka, India",13.933706,75.5730374
1267,"Ideal Nursing Home, Shimoga",Shivamogga,Shivamogga,"Ideal Nursing Home, Shimoga, Shivamogga, Shivamogga, Karnataka, India",13.933706,75.5730374
1268,"Sri Lakshmi Nursing Home, 100 Feet Road, Near Ganapathi Temple, Ravindra Nagara, Shimoga",Shivamogga,Shivamogga,"Sri Lakshmi Nursing Home, 100 Feet Road, Near Ganapathi Temple, Ravindra Nagara, Shimoga, Shivamogga, Shivamogga, Karnataka, India",13.945008,75.571375
1269,"Subbaiah Hospital, Jail Road, Shimoga.",Shivamogga,Shivamogga,"Subbaiah Hospital, Jail Road, Shimoga., Shivamogga, Shivamogga, Karnataka, India",13.9405442,75.5685577
1270,"Subbaiah Medical College & Hospital And Research Center, Purale, Shimoga.",Shivamogga,Shivamogga,"Subbaiah Medical College & Hospital And Research Center, Purale, Shimoga., Shivamogga, Shivamogga, Karnataka, India",13.933706,75.5730374
1271,"Hommaradi Hospital, 100 Feet Road, Gandhi Nagara, Shimoga.",Shivamogga,Shivamogga,"Hommaradi Hospital, 100 Feet Road, Gandhi Nagara, Shimoga., Shivamogga, Shivamogga, Karnataka, India",13.933706,75.5730374
1272,"Jyothi Poly Clinic, Kuvempu Road, Shimoga.",Shivamogga,Shivamogga,"Jyothi Poly Clinic, Kuvempu Road, Shimoga., Shivamogga, Shivamogga, Karnataka, India",13.9370548,75.566317
1273,"Vathsalya Hospital, Park Extension Road, Shimoga.",Shivamogga,Shivamogga,"Vathsalya Hospital, Park Extension Road, Shimoga., Shivamogga, Shivamogga, Karnataka, India",13.935136,75.5740301
1274,"Nirmala Hospital, Old Town Bhadravathi.",Bhadravati,Shivamogga,"Nirmala Hospital, Old Town Bhadravathi., Bhadravati, Shivamogga, Karnataka, India",13.84864501,75.70133103
1275,"Sahyadri Narayana Hrudayala, New Thirthahalli Road, Harakere, Shimoga.",Shivamogga,Shivamogga,"Sahyadri Narayana Hrudayala, New Thirthahalli Road, Harakere, Shimoga., Shivamogga, Shivamogga, Karnataka, India",13.933706,75.5730374
1276,"Maxx Super Speciality Hospital, Shimoga",Shivamogga,Shivamogga,"Maxx Super Speciality Hospital, Shimoga, Shivamogga, Shivamogga, Karnataka, India",13.9380458,75.5714892
1277,"Nanjappa Super Speciality Hospital, Shimoga.",Shivamogga,Shivamogga,"Nanjappa Super Speciality Hospital, Shimoga., Shivamogga, Shivamogga, Karnataka, India",13.933706,75.5730374
1278,"Ashok Sanjeevini Hospital, B.H Road, Shimoga.",Shivamogga,Shivamogga,"Ashok Sanjeevini Hospital, B.H Road, Shimoga., Shivamogga, Shivamogga, Karnataka, India",13.83676701,75.714658
1279,"Kottureshwara Hospital And Research Center, Shimoga.",Shivamogga,Shivamogga,"Kottureshwara Hospital And Research Center, Shimoga., Shivamogga, Shivamogga, Karnataka, India",13.933706,75.5730374
1280,"Durga Hospital, Bhadravathi.",Bhadravati,Shivamogga,"Durga Hospital, Bhadravathi., Bhadravati, Shivamogga, Karnataka, India",13.8469817,75.7045223
1281,"Basaveshwara Hospital, Shimoga",Shivamogga,Shivamogga,"Basaveshwara Hospital, Shimoga, Shivamogga, Shivamogga, Karnataka, India",13.933706,75.5730374
1282,"Sree Manjunatha Hospital, B.H Road, Bhadravathi.",Bhadravati,Shivamogga,"Sree Manjunatha Hospital, B.H Road, Bhadravathi., Bhadravati, Shivamogga, Karnataka, India",13.83673001,75.71468902
1283,"Melige Clinic, 1St Cross, Hosmane, Kuvempu Road, Shimoga.",Shivamogga,Shivamogga,"Melige Clinic, 1St Cross, Hosmane, Kuvempu Road, Shimoga., Shivamogga, Shivamogga, Karnataka, India",13.933706,75.5730374
1284,"Sharavathi Nursing Home, B.H Road, Shimoga.",Shivamogga,Shivamogga,"Sharavathi Nursing Home, B.H Road, Shimoga., Shivamogga, Shivamogga, Karnataka, India",13.9308768,75.5797387
1285,"Nirmal Hospital, 100 Feet Road, Rajendra Nagara, Shimoga",Shivamogga,Shivamogga,"Nirmal Hospital, 100 Feet Road, Rajendra Nagara, Shimoga, Shivamogga, Shivamogga, Karnataka, India",13.933706,75.5730374
1286,Adharsha Nursing Home,Tumakuru,Tumakuru,"Adharsha Nursing Home, Tumakuru, Tumakuru, Karnataka, India",13.3474943,77.1021662
1287,Siddaganga Hospital,Tumakuru,Tumakuru,"Siddaganga Hospital, Tumakuru, Tumakuru, Karnataka, India",13.3225115,77.1480811
1288,Chethana Nursing Home,Tumakuru,Tumakuru,"Chethana Nursing Home, Tumakuru, Tumakuru, Karnataka, India",13.3474943,77.1021662
1289,Kalleshwara Hospital,Tumakuru,Tumakuru,"Kalleshwara Hospital, Tumakuru, Tumakuru, Karnataka, India",13.3474943,77.1021662
1290,Vijaya Hospital,Tumakuru,Tumakuru,"Vijaya Hospital, Tumakuru, Tumakuru, Karnataka, India",13.332465,77.095866
1291,Mahesh Surgical & Maternity Centre,Tumakuru,Tumakuru,"Mahesh Surgical & Maternity Centre, Tumakuru, Tumakuru, Karnataka, India",13.3474943,77.1021662
1292,Charaka Hospital,Tumakuru,Tumakuru,"Charaka Hospital, Tumakuru, Tumakuru, Karnataka, India",13.337494,77.117248
1293,Vinayaka Hospital,Tumakuru,Tumakuru,"Vinayaka Hospital, Tumakuru, Tumakuru, Karnataka, India",13.3393309,77.1107535
1294,Ths Super Speciality Hospital,Tumakuru,Tumakuru,"Ths Super Speciality Hospital, Tumakuru, Tumakuru, Karnataka, India",13.336902,77.102264
1295,Suraksha Hospital,Tumakuru,Tumakuru,"Suraksha Hospital, Tumakuru, Tumakuru, Karnataka, India",13.3302115,77.1166183
1296,Janani Hospital,Tumakuru,Tumakuru,"Janani Hospital, Tumakuru, Tumakuru, Karnataka, India",13.337246,77.098618
1297,Bharathi Hospital,Tumakuru,Tumakuru,"Bharathi Hospital, Tumakuru, Tumakuru, Karnataka, India",13.339754,77.109971
1298,New Gowtham Hospital,Tumakuru,Tumakuru,"New Gowtham Hospital, Tumakuru, Tumakuru, Karnataka, India",13.338934,77.113885
1299,Rajalakshmi Nursing Home,Tumakuru,Tumakuru,"Rajalakshmi Nursing Home, Tumakuru, Tumakuru, Karnataka, India",13.3324921,77.1271034
1300,Seva Hospital,Tumakuru,Tumakuru,"Seva Hospital, Tumakuru, Tumakuru, Karnataka, India",13.3474943,77.1021662
1301,Kasthaba Hospital,Tumakuru,Tumakuru,"Kasthaba Hospital, Tumakuru, Tumakuru, Karnataka, India",13.3474943,77.1021662
1302,Aruna Hospital,Tumakuru,Tumakuru,"Aruna Hospital, Tumakuru, Tumakuru, Karnataka, India",13.3375328,77.1086472
1303,Shree Shyla Nursing Home,Tumakuru,Tumakuru,"Shree Shyla Nursing Home, Tumakuru, Tumakuru, Karnataka, India",13.3474943,77.1021662
1304,Pavana Hospital,Tumakuru,Tumakuru,"Pavana Hospital, Tumakuru, Tumakuru, Karnataka, India",13.340922,77.111829
1305,Narasimaiah Hospital,Tumakuru,Tumakuru,"Narasimaiah Hospital, Tumakuru, Tumakuru, Karnataka, India",13.3474943,77.1021662
1306,Bapuji Hospital,Tumakuru,Tumakuru,"Bapuji Hospital, Tumakuru, Tumakuru, Karnataka, India",13.3474943,77.1021662
1307,Surya Hospital,Tumakuru,Tumakuru,"Surya Hospital, Tumakuru, Tumakuru, Karnataka, India",13.3375041,77.0987001
1308,Doddamane Nursing Home,Tumakuru,Tumakuru,"Doddamane Nursing Home, Tumakuru, Tumakuru, Karnataka, India",13.3474943,77.1021662
1309,Manyatha Hospital,Tumakuru,Tumakuru,"Manyatha Hospital, Tumakuru, Tumakuru, Karnataka, India",13.3378391,77.1027915
1310,Sarvodhaya Multi Speciality Hospital,Tumakuru,Tumakuru,"Sarvodhaya Multi Speciality Hospital, Tumakuru, Tumakuru, Karnataka, India",13.337351,77.105781
1311,District Hospital,Tumakuru,Tumakuru,"District Hospital, Tumakuru, Tumakuru, Karnataka, India",13.3398293,77.0980989
1312,Nandhi Hospital,Tumakuru,Tumakuru,"Nandhi Hospital, Tumakuru, Tumakuru, Karnataka, India",13.339191,77.107065
1313,Manjunatha Hospital,Tumakuru,Tumakuru,"Manjunatha Hospital, Tumakuru, Tumakuru, Karnataka, India",13.3474943,77.1021662
1314,Siddartha Medical College,Tumakuru,Tumakuru,"Siddartha Medical College, Tumakuru, Tumakuru, Karnataka, India",13.199901,77.049251
1315,Farha Nursing Home,Tumakuru,Tumakuru,"Farha Nursing Home, Tumakuru, Tumakuru, Karnataka, India",13.336027,77.095631
1316,Shridevi Institute Of Medical Science And Research Hospital,Tumakuru,Tumakuru,"Shridevi Institute Of Medical Science And Research Hospital, Tumakuru, Tumakuru, Karnataka, India",13.3474943,77.1021662
1317,Jenukal Nursing Home,Tiptur,Tumakuru,"Jenukal Nursing Home, Tiptur, Tumakuru, Karnataka, India",13.2557,76.4758
1318,Shree Vijaya Nursing Home,Tiptur,Tumakuru,"Shree Vijaya Nursing Home, Tiptur, Tumakuru, Karnataka, India",13.259721,76.479251
1319,Ss Multi Speciality Hospital,Tiptur,Tumakuru,"Ss Multi Speciality Hospital, Tiptur, Tumakuru, Karnataka, India",13.262451,76.454457
1320,Bidre Lingappa Nursing Home,Tiptur,Tumakuru,"Bidre Lingappa Nursing Home, Tiptur, Tumakuru, Karnataka, India",13.2594815,76.4779978
1321,Nirmala Maternity Home,Sira,Tumakuru,"Nirmala Maternity Home, Sira, Tumakuru, Karnataka, India",13.7368,76.908096
1322,Vamshavruksha Hospital,Sira,Tumakuru,"Vamshavruksha Hospital, Sira, Tumakuru, Karnataka, India",13.7368,76.908096
1323,Swathi Hospital,Sira,Tumakuru,"Swathi Hospital, Sira, Tumakuru, Karnataka, India",13.7368,76.908096
1324,Sharadha Meternity Home,Sira,Tumakuru,"Sharadha Meternity Home, Sira, Tumakuru, Karnataka, India",13.7368,76.908096
1325,Raghu Hospital,Sira,Tumakuru,"Raghu Hospital, Sira, Tumakuru, Karnataka, India",13.7368,76.908096
1326,Pavagada Medical Centre,Pavagada,Tumakuru,"Pavagada Medical Centre, Pavagada, Tumakuru, Karnataka, India",14.10338076,77.28382469
1327,Sri Ramakrishna Nursing Home,Pavagada,Tumakuru,"Sri Ramakrishna Nursing Home, Pavagada, Tumakuru, Karnataka, India",14.463521,75.913995
1328,Mathrushree Multi Speciality Hospital,Pavagada,Tumakuru,"Mathrushree Multi Speciality Hospital, Pavagada, Tumakuru, Karnataka, India",14.0992,77.282898
1329,Js Hospital,Madhugiri,Tumakuru,"Js Hospital, Madhugiri, Tumakuru, Karnataka, India",13.6618958,77.2117682
1330,Maruthi Medical Centre,Koratagere,Tumakuru,"Maruthi Medical Centre, Koratagere, Tumakuru, Karnataka, India",13.5212,77.239403
1331,Renuka Hospital,Koratagere,Tumakuru,"Renuka Hospital, Koratagere, Tumakuru, Karnataka, India",13.5179693,77.2328509
1332,Sapthagiri Nursing Home,Kunigal,Tumakuru,"Sapthagiri Nursing Home, Kunigal, Tumakuru, Karnataka, India",13.321293,77.113425
1333,Mm Multi Speciality Hospital,Kunigal,Tumakuru,"Mm Multi Speciality Hospital, Kunigal, Tumakuru, Karnataka, India",13.262451,76.454457
1334,Abhinandan Hospital,Gubbi,Tumakuru,"Abhinandan Hospital, Gubbi, Tumakuru, Karnataka, India",13.3101899,76.9399645
1335,Spandhana Nursing  Home,Tumakuru,Tumakuru,"Spandhana Nursing  Home, Tumakuru, Tumakuru, Karnataka, India",13.3474943,77.1021662
1336,Kamath Nursing Home Udupi,Udupi,Udupi,"Kamath Nursing Home Udupi, Udupi, Udupi, Karnataka, India",13.336857,74.749416
1337,Dr. Rajesh Bakta Kamath Ng Home,Udupi,Udupi,"Dr. Rajesh Bakta Kamath Ng Home, Udupi, Udupi, Karnataka, India",13.343725,74.7466438
1338,City Hospital,Udupi,Udupi,"City Hospital, Udupi, Udupi, Karnataka, India",13.339414,74.745981
1339,New City Hospital,Udupi,Udupi,"New City Hospital, Udupi, Udupi, Karnataka, India",13.338269,74.745117
1340,Lalith Hospital,Udupi,Udupi,"Lalith Hospital, Udupi, Udupi, Karnataka, India",13.339712,74.748314
1341,Adarsh Hospital,Udupi,Udupi,"Adarsh Hospital, Udupi, Udupi, Karnataka, India",13.340139,74.747404
1342,Gandhi Hospital,Udupi,Udupi,"Gandhi Hospital, Udupi, Udupi, Karnataka, India",13.343893,74.748914
1343,Hi-Tech Hospital,Udupi,Udupi,"Hi-Tech Hospital, Udupi, Udupi, Karnataka, India",13.343725,74.7466438
1344,Mitra Hospital,Udupi,Udupi,"Mitra Hospital, Udupi, Udupi, Karnataka, India",13.337001,74.750638
1345,Dr. T.M.A.Pai Hospital Udupi,Udupi,Udupi,"Dr. T.M.A.Pai Hospital Udupi, Udupi, Udupi, Karnataka, India",13.332566,74.747171
1346,C.S.I. Lambord Memorial Hospital,Udupi,Udupi,"C.S.I. Lambord Memorial Hospital, Udupi, Udupi, Karnataka, India",13.317921,74.74811
1347,S.D.M. Ayurvedic Hospital,Udupi,Udupi,"S.D.M. Ayurvedic Hospital, Udupi, Udupi, Karnataka, India",12.8858622,74.8430974
1348,Prashanth Hospital,Udupi,Udupi,"Prashanth Hospital, Udupi, Udupi, Karnataka, India",13.2184057,74.7492993
1349,Siddivinayak Hospital,Udupi,Udupi,"Siddivinayak Hospital, Udupi, Udupi, Karnataka, India",13.13864,74.7707
1350,Sonia Clinic & Maternity Hospital,Udupi,Udupi,"Sonia Clinic & Maternity Hospital, Udupi, Udupi, Karnataka, India",13.345066,74.782853
1351,Kamath Nursing Home Hiriyadka,Udupi,Udupi,"Kamath Nursing Home Hiriyadka, Udupi, Udupi, Karnataka, India",13.3509419,74.8673694
1352,Pranav Hospital,Udupi,Udupi,"Pranav Hospital, Udupi, Udupi, Karnataka, India",13.4350586,74.7443728
1353,Mahesh Hospital,Udupi,Udupi,"Mahesh Hospital, Udupi, Udupi, Karnataka, India",13.431941,74.743351
1354,Jeen Jyotji Hospital,Udupi,Udupi,"Jeen Jyotji Hospital, Udupi, Udupi, Karnataka, India",15.3510647,75.1419328
1355,Dr. A.V.Baliga Memorial Hospital,Udupi,Udupi,"Dr. A.V.Baliga Memorial Hospital, Udupi, Udupi, Karnataka, India",13.33131603,74.74894316
1356,Sunag Ortho Care & Multy Speciality Hospital,Udupi,Udupi,"Sunag Ortho Care & Multy Speciality Hospital, Udupi, Udupi, Karnataka, India",13.343725,74.7466438
1357,Dr. Geetha Maternity Clinic Malpe,Udupi,Udupi,"Dr. Geetha Maternity Clinic Malpe, Udupi, Udupi, Karnataka, India",13.352263,74.701134
1358,Dr.Vastalala Rao Sristi Clinic Brahmvar Udupi,Udupi,Udupi,"Dr.Vastalala Rao Sristi Clinic Brahmvar Udupi, Udupi, Udupi, Karnataka, India",13.34151893,74.7594859
1359,Dr. Rajalakshmi Vastalya Clinic Santhekatte Udupi,Udupi,Udupi,"Dr. Rajalakshmi Vastalya Clinic Santhekatte Udupi, Udupi, Udupi, Karnataka, India",13.34151893,74.7594859
1360,Dr. Chayalatha Gayathri Maternity Clinic,Udupi,Udupi,"Dr. Chayalatha Gayathri Maternity Clinic, Udupi, Udupi, Karnataka, India",13.343725,74.7466438
1361,Dr. Arati Hebbar Prajhna Womens Clinic Udupi,Udupi,Udupi,"Dr. Arati Hebbar Prajhna Womens Clinic Udupi, Udupi, Udupi, Karnataka, India",13.340491,74.748676
1362,Dr. Sathish Kamath Aruna Clinic,Udupi,Udupi,"Dr. Sathish Kamath Aruna Clinic, Udupi, Udupi, Karnataka, India",13.3396192,74.73825379
1363,Dr.Geethanjali Radha Laxmi Maternity Clinic Shirva,Udupi,Udupi,"Dr.Geethanjali Radha Laxmi Maternity Clinic Shirva, Udupi, Udupi, Karnataka, India",13.2179658,74.8225031
1364,Adarsh Hospital,Kundapura,Udupi,"Adarsh Hospital, Kundapura, Udupi, Karnataka, India",13.62986,74.69765
1365,Surgeons Hospital Koteshwara,Kundapura,Udupi,"Surgeons Hospital Koteshwara, Kundapura, Udupi, Karnataka, India",13.6021212,74.6947514
1366,Manish Hospital,Kundapura,Udupi,"Manish Hospital, Kundapura, Udupi, Karnataka, India",13.6231082,74.6923411
1367,Dr. N.R.Acharya Hospital,Kundapura,Udupi,"Dr. N.R.Acharya Hospital, Kundapura, Udupi, Karnataka, India",13.6231082,74.6923411
1368,Chinmayi Hospital,Kundapura,Udupi,"Chinmayi Hospital, Kundapura, Udupi, Karnataka, India",13.6287305,74.6890935
1369,Shri Devi Hospital And Ng Home,Kundapura,Udupi,"Shri Devi Hospital And Ng Home, Kundapura, Udupi, Karnataka, India",13.6231082,74.6923411
1370,Vinay Hospital,Kundapura,Udupi,"Vinay Hospital, Kundapura, Udupi, Karnataka, India",13.6281455,74.6908559
1371,Chandra Nursing Home Gangolli,Kundapura,Udupi,"Chandra Nursing Home Gangolli, Kundapura, Udupi, Karnataka, India",13.65959,74.664737
1372,Shri Durga Hospital Halady Dr. Shoba,Kundapura,Udupi,"Shri Durga Hospital Halady Dr. Shoba, Kundapura, Udupi, Karnataka, India",13.5789244,74.86231
1373,Mariam Maternity Clinic,Kundapura,Udupi,"Mariam Maternity Clinic, Kundapura, Udupi, Karnataka, India",13.6231082,74.6923411
1374,Manjunath Hospital,Kundapura,Udupi,"Manjunath Hospital, Kundapura, Udupi, Karnataka, India",13.63199,74.68979
1375,Karkala Taluk,Karkal,Udupi,"Karkala Taluk, Karkal, Udupi, Karnataka, India",13.245,75.011
1376,Spandana Maternity & General Hospital,Karkal,Udupi,"Spandana Maternity & General Hospital, Karkal, Udupi, Karnataka, India",15.3486692,75.1360967
1377,Karkala Nursing Home,Karkal,Udupi,"Karkala Nursing Home, Karkal, Udupi, Karnataka, India",13.2152916,74.9960649
1378,City Nursing Home,Karkal,Udupi,"City Nursing Home, Karkal, Udupi, Karnataka, India",13.212517,74.999208
1379,Amar Jyothi Hospital,Karkal,Udupi,"Amar Jyothi Hospital, Karkal, Udupi, Karnataka, India",13.21428,74.99234
1380,Gurukrupa General Hospital,Karkal,Udupi,"Gurukrupa General Hospital, Karkal, Udupi, Karnataka, India",13.2833293,74.9297774
1381,Dr. T.M.A.Pai Rotary Hospital Karkala,Karkal,Udupi,"Dr. T.M.A.Pai Rotary Hospital Karkala, Karkal, Udupi, Karnataka, India",13.2238353,74.978296
1382,Dr. Prabhakara Ganesh Clinic Belman,Karkal,Udupi,"Dr. Prabhakara Ganesh Clinic Belman, Karkal, Udupi, Karnataka, India",13.167292,74.86883
1383,Nitte Gajiriya Maternity Hospital,Karkal,Udupi,"Nitte Gajiriya Maternity Hospital, Karkal, Udupi, Karnataka, India",13.18231,74.9397
1384,S.R.Mudnur Hospital,Vijayapura,Vijayapura,"S.R.Mudnur Hospital, Vijayapura, Vijayapura, Karnataka, India",16.8287988,75.7177834
1385,Fpai Bijapur,Vijayapura,Vijayapura,"Fpai Bijapur, Vijayapura, Vijayapura, Karnataka, India",16.82442,75.71537
1386,Dr.Shree Bhavani Hospital,Vijayapura,Vijayapura,"Dr.Shree Bhavani Hospital, Vijayapura, Vijayapura, Karnataka, India",16.83031101,75.68029203
1387,Dr.Suguna.R.Hospilal,Vijayapura,Vijayapura,"Dr.Suguna.R.Hospilal, Vijayapura, Vijayapura, Karnataka, India",16.8106,75.7332
1388,Dr.Sasanur. .Hospital.,Vijayapura,Vijayapura,"Dr.Sasanur. .Hospital., Vijayapura, Vijayapura, Karnataka, India",16.8287988,75.7177834
1389,Dr.Rajashree.Khuba. (Akki)  Hospital,Vijayapura,Vijayapura,"Dr.Rajashree.Khuba. (Akki)  Hospital, Vijayapura, Vijayapura, Karnataka, India",16.80500701,75.73041204
1390,Dr.T.P.Naidd Hospital,Vijayapura,Vijayapura,"Dr.T.P.Naidd Hospital, Vijayapura, Vijayapura, Karnataka, India",16.8287988,75.7177834
1391,Dr.Neelamma.G.Patil,Vijayapura,Vijayapura,"Dr.Neelamma.G.Patil, Vijayapura, Vijayapura, Karnataka, India",16.8287988,75.7177834
1392,Dr.Preeti.Patil.Bulagond.Hospital,Vijayapura,Vijayapura,"Dr.Preeti.Patil.Bulagond.Hospital, Vijayapura, Vijayapura, Karnataka, India",16.8287988,75.7177834
